ID	Name	Length	G2B2_1	G2B2_2	G2B2_3	I47F_1	I47F_2	I47F_3	logFC	logCPM	PValue	FDR
ENSG00000139626	ITGB7	4531	1.016536862	1.296513729	1.420149648	2.673080043	2.239260426	1.12033628	0.692683663	0.92300166	0.029482063	0.062675798
ENSG00000197555	SIPA1L1	12403	133.3018672	136.5228957	145.1708529	224.4863103	221.1700297	225.1875923	0.692421914	7.431847801	1.13E-14	1.85E-13
ENSG00000229728	RP11-314N13.3	478	1.016536862	1.10203667	1.157158972	1.729640028	1.492840284	2.116190751	0.691672838	0.463174545	0.036920042	0.075781074
ENSG00000272645	RP11-504P24.8	2045	8.877755262	10.43693552	10.36183261	16.09089359	15.96190765	15.93367154	0.691517399	3.665974969	0.000573492	0.00199923
ENSG00000125869	LAMP5	2591	30.22502937	31.05150381	30.61211462	51.78437417	48.28764149	48.29894184	0.69125137	5.368055709	9.22E-05	0.000379517
ENSG00000238390	SNORA81	176	0.542152993	0.259302746	0.368186946	0.576546676	0.57416934	0.746890853	0.691122246	-0.604408573	0.213154735	0.320577609
ENSG00000073711	PPP2R3A	7927	23.71919345	20.74421966	25.19450671	39.36241397	39.04351511	34.10801563	0.69106507	4.972144881	7.25E-05	0.000305086
ENSG00000271551	RP11-230C9.2	717	1.084305986	1.296513729	0.946766432	1.939293365	1.665091086	1.742745324	0.690839992	0.731015813	0.053111902	0.103151448
ENSG00000099866	MADCAM1	2435	0.880998614	1.296513729	0.999364567	1.62481336	1.894758822	1.618263515	0.690824824	0.573022873	0.06678565	0.124923336
ENSG00000271529	NA	2730	38.01847864	36.56168715	31.13809598	56.34433425	53.22549781	60.93384544	0.690568495	5.456123279	8.21E-06	4.16E-05
ENSG00000267080	ASB16-AS1	3007	6.505835917	6.612220017	5.890991131	10.32542683	9.473794108	10.82991737	0.690214243	3.057083932	5.77E-05	0.000248201
ENSG00000235138	RP11-374P20.4	2109	1.490920731	1.231688042	0.683775756	1.834466696	2.29667736	1.244818089	0.690010156	0.459826463	0.044619667	0.089089148
ENSG00000225313	RP11-415J8.3	1145	1.15207511	1.231688042	1.735738458	1.939293365	2.526345096	2.302913464	0.68960135	0.960187535	0.013436715	0.031903224
ENSG00000188517	COL25A1	5917	0.609922117	0.777908237	0.525981351	1.153093352	1.033504812	0.871372662	0.689252428	-0.103686407	0.08847715	0.157946444
ENSG00000170684	ZNF296	1741	3.456225331	3.565412754	3.208486241	5.870293428	5.569442597	4.979272355	0.688265375	2.068751458	0.000335866	0.001226417
ENSG00000221949	LINC01465	1683	1.016536862	1.231688042	0.841570162	1.782053362	1.952175756	1.182577184	0.688264718	0.572774329	0.035666758	0.073652557
ENSG00000139508	SLC46A3	4731	2.914072338	2.981981576	3.576673186	5.450986755	4.995273257	4.854790546	0.688132773	1.868553152	0.055483122	0.107026028
ENSG00000183864	TOB2	4928	70.20881261	63.78847546	69.37694019	109.4390418	108.3457544	109.9174372	0.687991489	6.487880025	3.10E-12	3.91E-11
ENSG00000184060	ADAP2	3581	1.897535476	1.620642161	1.525345918	2.725493377	2.8708467	2.489636177	0.687374956	1.413412695	0.012949908	0.030922718
ENSG00000134504	KCTD1	6086	19.3819695	20.35526554	20.51327269	31.1335205	32.78506931	33.17440206	0.687200301	5.033041129	4.44E-07	2.77E-06
ENSG00000153048	CARHSP1	5460	24.12580819	23.9206783	25.61529179	40.934814	38.29709497	39.46073341	0.687013168	5.006323943	4.77E-11	5.20E-10
ENSG00000251136	RP11-37B2.1	3948	8.403371393	8.038385119	8.626094155	12.52678687	14.75615204	13.13283084	0.686718465	3.406844673	4.30E-06	2.29E-05
ENSG00000255458	RP11-539G18.2	2407	3.862840076	3.370935695	2.9980937	5.346160087	5.454608729	5.601681399	0.686565857	2.034897618	0.001283611	0.004089453
ENSG00000049759	NEDD4L	15989	146.7879229	163.6848583	165.7893218	253.3660574	255.6201901	257.6151035	0.686411222	7.80309789	4.03E-10	3.91E-09
ENSG00000271941	RP11-188P20.3	720	0.203307372	0.194477059	0.420785081	0.314480005	0.689003208	0.373445427	0.686390064	-0.726996754	0.270200124	0.387121938
ENSG00000078142	PIK3C3	12781	107.5496	100.4149883	101.6721951	171.1295361	162.662174	164.4404695	0.686373546	6.970529312	7.79E-08	5.51E-07
ENSG00000120664	SPG20OS	779	1.219844234	0.324128432	1.262355242	1.415160023	1.320589482	1.867227133	0.686107181	0.216508517	0.055532625	0.107110283
ENSG00000180304	OAZ2	3978	101.518148	98.85917183	106.1430366	153.3614158	165.4181868	174.4612551	0.685599419	7.040568302	1.96E-13	2.79E-12
ENSG00000256894	RP11-283G6.3	921	0.880998614	0.713082551	0.736373891	1.677226694	1.033504812	0.995854471	0.6853291	-0.194405573	0.055721208	0.107383914
ENSG00000269928	RP11-849F2.8	659	1.287613359	2.00959628	1.577944053	2.201360036	2.698595898	2.987563413	0.684755363	1.164735341	0.013237855	0.031498029
ENSG00000226002	RP11-460N20.5	580	0.81322949	0.453779805	0.420785081	1.048266684	1.43542335	0.186722713	0.68410711	-0.21128138	0.235930494	0.347165388
ENSG00000066923	STAG3	8526	33.81679295	34.74656793	33.66280646	54.92917422	53.16808088	56.1412958	0.683957989	5.26453698	9.79E-06	4.90E-05
ENSG00000255474	RP11-234B24.2	1245	0.542152993	0.583431178	0.473383216	0.891026681	1.033504812	0.622409044	0.683828866	-0.195133834	0.104265303	0.180693116
ENSG00000267632	RP11-400F19.18	1735	3.456225331	4.408146678	2.419514214	4.874440079	5.110107125	6.473054061	0.683819151	2.12799694	0.013437427	0.031903224
ENSG00000150625	GPM6A	8126	1098.808579	1071.698248	1171.150076	1806.163496	1816.556958	1744.861515	0.683679874	10.59243285	4.12E-09	3.51E-08
ENSG00000256223	ZNF10	3212	27.37872615	24.69858654	23.87955333	37.99966728	42.48853115	41.45244235	0.683655994	4.909432599	6.59E-07	4.01E-06
ENSG00000163596	ICA1L	8895	54.96075968	51.34194366	52.17735001	87.32061475	83.71388976	83.34057104	0.683130268	5.964262364	2.06E-12	2.65E-11
ENSG00000134996	OSTF1	1309	0.745460366	1.296513729	1.157158972	1.729640028	1.952175756	1.493781706	0.683017697	0.919511678	0.027632249	0.059388666
ENSG00000257660	RP11-579D7.4	550	0.948767738	0.648256864	0.525981351	1.362746689	1.090921746	0.871372662	0.68281322	0.019300603	0.066452193	0.124489544
ENSG00000254349	FLJ39080	2821	0.338845621	0.129651373	0.10519627	0.62896001	0.114833868	0.124481809	0.682306036	-0.483044308	0.480143835	0.601332492
ENSG00000107614	TRDMT1	12922	23.65142432	19.77183437	21.46003912	35.22176057	31.52189676	37.34454266	0.681984217	4.783888245	2.43E-07	1.58E-06
ENSG00000198520	C1orf228	3268	12.94390271	13.41891709	12.09757107	20.91292034	22.22035345	18.54778952	0.68190698	4.104405124	0.011882321	0.028712747
ENSG00000197540	GZMM	935	0.948767738	0.777908237	0.736373891	1.310333355	1.43542335	1.182577184	0.681853289	0.117678042	0.049800624	0.097735718
ENSG00000223382	RP1-65J11.1	1320	2.77853409	3.306110009	4.102654537	5.975120097	4.937856323	5.539440495	0.681739177	1.904141227	0.005131268	0.013874268
ENSG00000143933	CALM2	5351	362.3615068	349.2807986	368.1343475	571.3577559	586.284313	574.2968252	0.681586883	8.851802636	6.82E-13	9.23E-12
ENSG00000241975	TCEB1P19	317	1.761997228	1.620642161	1.104560837	2.620666709	1.952175756	2.551877082	0.681408805	0.954823561	0.034534847	0.071628841
ENSG00000233967	RP11-250B2.3	1078	3.9306092	4.01919256	3.366280646	6.079946765	5.684276465	6.348572253	0.681198509	2.107006333	0.005942267	0.015736226
ENSG00000180769	WDFY3-AS2	6762	24.73573031	25.60614615	27.03544144	39.46724064	40.82344007	43.94207853	0.680938354	5.172488527	4.67E-09	3.94E-08
ENSG00000157680	DGKI	18026	77.18903239	84.33821806	83.42064226	136.0126022	129.7048539	126.9714451	0.680711864	6.414731206	7.48E-11	7.94E-10
ENSG00000166333	ILK	2932	3.456225331	3.176458636	2.103925404	4.350306737	4.076602313	5.47719959	0.680053933	1.869983169	0.006173058	0.016272414
ENSG00000234684	SDCBP2-AS1	4170	7.725680152	7.454953941	7.468935183	11.89782686	11.13888519	13.25731265	0.679134499	3.185557748	4.47E-05	0.000196742
ENSG00000186889	TMEM17	3838	5.489299055	6.288091585	7.258542643	10.74473351	9.64604491	10.20750833	0.678643203	3.024427266	0.000304418	0.001122058
ENSG00000265010	RP11-661C3.2	319	0.474383869	0.453779805	0.578579486	1.048266684	0.57416934	0.809131758	0.678424836	-0.453715173	0.123954939	0.2075207
ENSG00000152154	TMEM178A	2462	18.29766352	21.39247653	22.45940369	31.02869384	34.16307572	34.48146106	0.678258327	4.860861356	3.27E-07	2.08E-06
ENSG00000213123	TCTEX1D2	1392	3.252917959	3.695064127	2.314317944	5.13650675	5.741693399	3.796695171	0.678075527	1.976709334	0.004882981	0.013300716
ENSG00000178053	MLF1	3688	26.22665104	26.18957732	26.19387128	43.66030737	42.66078195	39.39849251	0.678006061	5.002985069	3.38E-10	3.30E-09
ENSG00000242474	AC093627.9	1348	1.897535476	2.528201771	2.209121674	3.878586729	3.559849907	3.174286126	0.677781587	1.345149883	0.005478334	0.01468529
ENSG00000105663	NA	9884	0.81322949	0.583431178	0.894168297	1.310333355	1.090921746	1.307058993	0.677701109	0.244418836	0.054891028	0.106050757
ENSG00000243107	AC000120.7	1587	0.948767738	0.648256864	0.21039254	1.153093352	0.689003208	0.933613567	0.676691984	-0.208842742	0.136088678	0.223880362
ENSG00000068024	HDAC4	13474	61.94097946	58.99137466	55.96441574	95.02537487	96.4604491	91.1206841	0.676648202	6.118752503	8.74E-10	8.10E-09
ENSG00000107719	PALD1	4535	51.57230347	50.95298954	51.23058358	78.30552127	83.77130669	83.71401647	0.676509623	6.00095199	8.66E-10	8.03E-09
ENSG00000231503	PTMAP4	659	0.677691241	0.453779805	1.051962702	1.415160023	1.033504812	1.12033628	0.676415072	0.103557602	0.057824633	0.110672063
ENSG00000255337	RP11-315O6.1	690	0.609922117	0.777908237	0.473383216	1.100680018	0.918670944	0.933613567	0.676074659	0.017870591	0.156448777	0.250377092
ENSG00000162944	RFTN2	6542	77.39233977	69.94691567	78.94980078	118.0872419	121.3793985	121.9921727	0.67537694	6.477321234	6.85E-06	3.52E-05
ENSG00000122678	POLM	5266	26.83657316	28.32882498	26.24646941	41.092054	42.60336502	46.3072329	0.675016155	5.025032205	3.11E-10	3.06E-09
ENSG00000176933	TOB2P1	2132	0.609922117	0.583431178	1.051962702	1.782053362	0.976087878	0.871372662	0.674514917	0.344301931	0.066617574	0.124726993
ENSG00000091831	ESR1	13611	1.829766352	1.231688042	2.314317944	3.354453388	2.181843492	3.112045222	0.674311014	1.234350994	0.051764519	0.100932853
ENSG00000173928	SWSAP1	1682	0.474383869	0.90755961	0.788972026	1.677226694	0.918670944	0.871372662	0.674260167	0.261176193	0.108598098	0.186933486
ENSG00000231607	DLEU2	2719	6.099221172	5.575009034	6.364374346	9.381986819	9.416377174	10.02078561	0.673957334	2.972080309	0.01323181	0.031489549
ENSG00000230189	GS1-124K5.2	1812	2.236381097	2.722678831	3.155888106	4.717200076	3.846934577	4.481345119	0.673943911	1.83769015	0.003864468	0.010832881
ENSG00000232372	RP11-504P24.2	356	1.829766352	1.166862356	1.262355242	2.358600038	1.43542335	2.987563413	0.673814179	0.918353053	0.026614976	0.057477721
ENSG00000081923	ATP8B1	8905	0.81322949	0.972385297	0.788972026	1.415160023	1.378006416	1.307058993	0.673586941	0.239058303	0.07167235	0.132593847
ENSG00000005059	CCDC109B	3170	10.16536862	11.92792631	9.993645668	16.03848026	16.82316166	18.2988259	0.673178067	3.701685027	2.99E-05	0.000135938
ENSG00000259314	CTD-3065B20.3	804	0.271076497	0.842733924	0.578579486	1.100680018	0.803837076	0.809131758	0.673010971	-0.301401429	0.120004458	0.202269659
ENSG00000269227	RP11-345P4.6	500	0.81322949	0.777908237	1.209757107	1.677226694	1.492840284	1.369299898	0.672774377	0.420516249	0.033411275	0.069573088
ENSG00000243224	RP5-1157M23.2	1234	0.203307372	0.453779805	0.420785081	0.838613347	0.459335472	0.435686331	0.672308979	-0.543671695	0.340302995	0.462583662
ENSG00000109339	MAPK10	10017	98.33299913	101.9059791	105.4066627	158.2882692	157.5520669	171.3492099	0.672305593	6.97057377	6.44E-07	3.93E-06
ENSG00000128000	ZNF780B	12257	50.62353573	50.95298954	51.75656493	81.29308132	77.91477942	85.20779817	0.672229096	6.09045193	7.19E-10	6.74E-09
ENSG00000259877	RP11-46C24.7	2423	6.980219786	7.065999822	7.205944508	10.63990684	11.94272227	11.32784461	0.672116367	3.116514172	8.72E-05	0.000360564
ENSG00000266040	NA	484	0.542152993	0.842733924	0.420785081	1.100680018	0.689003208	1.058095375	0.67211572	-0.202284231	0.125716386	0.209763055
ENSG00000238197	PAXBP1-AS1	6562	9.690984752	10.76106395	10.73001956	17.29640028	15.38773831	17.05400782	0.672030516	3.767832351	3.66E-05	0.000163373
ENSG00000214182	PTMAP5	1493	39.37386112	33.51487989	29.13936684	48.58716079	57.18726625	56.63922304	0.672010014	5.425444887	1.34E-05	6.53E-05
ENSG00000213693	SEC14L1P1	2180	3.185148835	2.333724712	1.840934728	3.878586729	3.961768445	3.734454266	0.671914546	1.54336883	0.003236062	0.009272037
ENSG00000204173	LRRC37A5P	2269	1.355382483	1.037210983	1.051962702	1.834466696	2.067009624	1.556022611	0.67142464	0.68127398	0.04032176	0.081768509
ENSG00000205090	TMEM240	1047	10.0975995	10.11280709	9.835851263	14.2564269	16.01932458	17.61417596	0.671344433	3.530765814	0.000558711	0.001952148
ENSG00000272341	RP1-151F17.2	2537	12.26621147	15.10438494	15.51644985	20.96533367	22.10551959	25.39428901	0.671239969	4.122419682	7.57E-05	0.000317141
ENSG00000166275	C10orf32	2120	26.63326579	26.51370576	25.24710485	41.30170734	40.19185379	43.31966949	0.671220248	5.0385408	1.03E-06	6.09E-06
ENSG00000205056	RP11-693J15.5	10624	1.219844234	1.361339415	1.262355242	1.519986691	2.526345096	2.116190751	0.671064991	0.855814128	0.019321897	0.04367675
ENSG00000240057	RP11-572M11.4	2166	0.609922117	0.453779805	0.894168297	1.100680018	1.205755614	0.871372662	0.670595395	-0.140844216	0.0856133	0.153624412
ENSG00000215493	XXbac-B562F10.11	1702	7.928987524	7.325302568	7.574131454	11.16404018	12.63172548	12.5726627	0.670353432	3.256377591	7.37E-06	3.77E-05
ENSG00000183878	UTY	9094	37.67963302	32.15354048	37.08168524	57.07812092	58.278188	54.7719959	0.669746458	5.490706329	1.49E-09	1.34E-08
ENSG00000059378	PARP12	7406	6.370297669	6.417742958	6.469570617	9.90612016	8.957041702	11.82577184	0.669648289	3.035842614	0.000550728	0.00192645
ENSG00000164776	PHKG1	2595	12.13067322	11.60379787	11.0982065	19.65500032	18.77533741	16.8672851	0.669486938	4.026933678	5.15E-06	2.70E-05
ENSG00000183763	TRAIP	3820	9.148831759	9.529375907	8.626094155	13.41781355	14.98581977	15.00005797	0.669145227	3.432424387	1.85E-06	1.04E-05
ENSG00000176974	SHMT1	7854	13.01167183	11.99275199	12.46575802	19.07845364	20.84234704	19.6681258	0.669058728	4.032953884	2.08E-06	1.16E-05
ENSG00000164306	PRIMPOL	2735	14.63813081	13.48374278	14.30669275	21.27981368	23.483526	22.71793012	0.668357829	4.189747161	7.38E-08	5.24E-07
ENSG00000228623	ZNF883	2314	10.16536862	9.529375907	9.783253128	14.78056024	14.64131817	17.48969415	0.66829039	3.570708625	1.04E-06	6.14E-06
ENSG00000188191	PRKAR1B	5876	13.68936308	14.19682533	14.8326741	19.55017365	24.00027841	24.52291635	0.668234816	4.667018593	2.39E-07	1.56E-06
ENSG00000177337	DLGAP1-AS1	1121	4.540531317	4.408146678	5.36500978	7.599933456	7.062282881	8.215799386	0.668227292	2.377736564	0.00028777	0.001065391
ENSG00000167562	ZNF701	6285	6.031452048	6.223265899	6.574766887	11.16404018	9.186709438	9.585099283	0.667934406	3.061679621	1.74E-05	8.24E-05
ENSG00000231181	RP13-15M17.1	558	0.338845621	0.648256864	0.736373891	0.62896001	1.090921746	1.12033628	0.667925718	-0.117260845	0.071103286	0.131739882
ENSG00000203930	LINC00632	3026	12.0629041	11.79827493	10.9404121	17.97777362	17.85666647	19.41916218	0.667726622	3.865679361	4.40E-05	0.000193587
ENSG00000144134	RABL2A	5121	22.90596396	23.46689849	25.29970298	36.16520059	36.97650549	40.83003331	0.66769497	4.827144572	3.14E-05	0.000142359
ENSG00000151414	NEK7	5727	20.53404461	21.13317378	20.09248761	31.60524051	33.24440478	33.23664297	0.667425116	4.567641324	1.25E-07	8.55E-07
ENSG00000272129	RP11-250B2.6	1435	1.016536862	0.842733924	0.894168297	1.205506686	1.090921746	2.116190751	0.667297833	0.224792227	0.084414923	0.151906348
ENSG00000257999	RP11-61E11.2	639	0.948767738	0.713082551	0.473383216	0.681373344	1.263172548	1.431540802	0.667215703	-0.114271617	0.124984386	0.208872021
ENSG00000167186	COQ7	3297	30.22502937	31.37563224	27.29843211	48.95405413	48.63214309	43.38191039	0.666762816	5.220188702	5.47E-07	3.37E-06
ENSG00000104381	GDAP1	4043	50.01361361	48.55443915	48.54807869	79.09172128	76.36452221	78.05009416	0.66674928	6.1341726	4.32E-12	5.35E-11
ENSG00000140839	CLEC18B	2596	1.355382483	1.231688042	1.262355242	1.782053362	2.411511228	1.929468038	0.666737798	0.684650746	0.088809478	0.158436296
ENSG00000163462	TRIM46	4502	2.507457593	2.074421966	2.472112349	3.878586729	3.789517643	3.547731553	0.666730216	1.781417038	0.001648724	0.005101528
ENSG00000139668	WDFY2	3897	70.88650385	73.12337431	74.6367537	114.1562418	119.8865582	113.0294825	0.666319838	6.433998996	1.21E-09	1.10E-08
ENSG00000156265	MAP3K7CL	4589	1.287613359	1.555816475	1.367551512	2.148946701	2.00959269	2.551877082	0.666196089	0.745373601	0.018986774	0.043062134
ENSG00000203667	COX20	4999	11.92736585	11.40932081	11.41379532	18.03018696	20.0959269	16.99176691	0.666145426	3.797685097	2.46E-05	0.000113601
ENSG00000162066	AMDHD2	3560	9.962061248	10.30728414	9.888449398	14.09918689	16.88057859	16.92952601	0.665953931	3.61050272	3.40E-06	1.84E-05
ENSG00000273247	RP11-83A24.2	6984	6.844681538	6.74187139	6.048785536	9.434400153	10.67954972	11.01664009	0.665879667	2.987035862	0.000154296	0.000608219
ENSG00000251414	RP11-843P14.1	526	1.558689855	1.231688042	1.104560837	1.677226694	2.124426558	2.365154369	0.665402029	0.770561353	0.024504325	0.053543879
ENSG00000239521	GATS	5203	18.70427826	16.78985279	16.09502934	29.98042715	27.90462992	23.77602549	0.665300588	4.337135798	1.25E-05	6.13E-05
ENSG00000264290	RP11-68I3.4	463	0.474383869	0.518605492	0.315588811	0.838613347	0.57416934	0.622409044	0.664956197	-0.407475155	0.149997691	0.242020492
ENSG00000024862	CCDC28A	1490	5.285991683	5.250880602	4.891626564	8.700613474	8.325455429	7.344426724	0.664678799	2.555281514	5.66E-05	0.000243976
ENSG00000148798	INA	3228	2.575226717	3.241284322	3.734467592	6.813733444	4.363686983	3.983417884	0.664227686	2.307334161	0.075713066	0.13871551
ENSG00000260400	RP11-119F7.5	2294	13.4860557	13.15961435	12.72874869	20.49361367	20.0959269	21.78431655	0.664012778	4.09933567	7.99E-07	4.79E-06
ENSG00000261390	RP11-345M22.2	1716	0.474383869	0.648256864	0.683775756	1.048266684	1.090921746	0.746890853	0.663883372	-0.010043751	0.112486222	0.192311488
ENSG00000235618	FAM21EP	2537	2.236381097	1.944770593	2.261719809	4.1406534	2.58376203	3.485490648	0.663784026	1.453629174	0.004825657	0.013167979
ENSG00000228201	AL022341.3	387	0.338845621	0.972385297	0.683775756	1.048266684	1.263172548	0.871372662	0.663536564	-0.086854629	0.16221583	0.25804385
ENSG00000071243	ING3	5363	30.76718236	25.28201771	25.61529179	43.97478738	44.67037464	40.51882879	0.662669128	5.052906546	1.67E-05	7.95E-05
ENSG00000112539	C6orf118	2819	10.23313774	8.621816297	7.731925859	15.61917359	14.58390123	11.70129003	0.662470551	3.187352802	0.000310424	0.001140994
ENSG00000102886	GDPD3	2011	2.304150221	2.981981576	2.78770116	4.717200076	3.732100709	4.356863311	0.662300307	1.846615229	0.010752902	0.02633659
ENSG00000227512	RP11-413M3.4	862	0.609922117	0.842733924	0.157794405	0.681373344	0.976087878	0.809131758	0.662048091	-0.224941381	0.154186233	0.247432641
ENSG00000240038	AMY2B	7776	19.17866213	17.43810965	19.67170253	29.40388048	31.00514435	28.69305695	0.662006722	4.468917083	0.000910388	0.00301262
ENSG00000058335	RASGRF1	8869	2.371919345	2.528201771	2.9980937	4.193066735	3.789517643	4.605826928	0.661931947	1.026003756	0.006851222	0.017857848
ENSG00000271948	NA	505	3.998378324	3.111632949	3.261084376	4.926853413	5.684276465	5.788404113	0.661808644	2.213407928	0.004109922	0.011430332
ENSG00000224660	SH3BP5-AS1	5884	16.73897366	18.86427476	17.8307678	26.88804044	27.61754525	30.06235684	0.661606097	4.55683449	0.000774229	0.002606133
ENSG00000138400	MDH1B	3781	9.690984752	7.519779627	6.942953832	12.00265353	13.03364402	13.07058993	0.661480648	3.335386686	0.000801096	0.002683796
ENSG00000095397	DFNB31	6383	40.32262886	41.03465952	41.71032113	60.69464098	69.53190706	64.5438179	0.661442734	5.613850016	6.10E-12	7.45E-11
ENSG00000215244	RP11-563J2.2	3079	6.505835917	6.223265899	5.78579486	10.4302535	9.990546514	8.775967526	0.661341292	2.988099346	0.000255403	0.000956537
ENSG00000049130	KITLG	6617	7.183527159	9.464550221	9.888449398	14.72814691	13.37814562	13.94196259	0.660970068	3.261104631	0.00309518	0.00891282
ENSG00000119699	TGFB3	5935	12.60505709	14.19682533	13.88590766	20.703267	21.87585185	21.78431655	0.6608864	4.122994961	0.011865255	0.028675276
ENSG00000183798	EMILIN3	3792	0.542152993	1.10203667	0.420785081	0.733786679	1.033504812	1.493781706	0.660854959	-0.589299103	0.152487451	0.245155773
ENSG00000272498	RP11-415F23.3	563	0.406614745	0.583431178	1.262355242	1.153093352	1.320589482	1.244818089	0.660637628	-0.067138084	0.063867805	0.120399807
ENSG00000269942	NA	532	0.609922117	0.453779805	0.683775756	0.733786679	1.205755614	0.871372662	0.660613088	-0.397201252	0.112201558	0.191950362
ENSG00000170989	S1PR1	3132	124.1530354	114.741465	113.4015793	195.7638032	184.0212734	176.8886504	0.660345679	7.668675932	1.07E-07	7.38E-07
ENSG00000125319	C17orf53	3232	3.049610586	2.463376085	3.418878781	4.717200076	3.674683775	5.850645017	0.660064725	1.992659718	0.001976175	0.005991736
ENSG00000130997	POLN	8010	7.04798891	7.454953941	9.257271777	11.26886685	13.55039642	12.82162631	0.660041088	3.242689775	0.014438621	0.033913884
ENSG00000255121	RP11-110I1.12	831	2.507457593	2.722678831	2.68250489	3.668933393	4.535937785	4.356863311	0.659971433	1.733202496	0.001648071	0.005101225
ENSG00000255867	DENND5B-AS1	1304	0.609922117	0.583431178	0.578579486	0.681373344	1.090921746	1.058095375	0.659806072	-0.283717453	0.101275476	0.176426177
ENSG00000068885	IFT80	8214	33.34240908	31.63493498	32.24265681	49.3733608	52.13457606	52.09563701	0.659733951	5.362863983	1.80E-06	1.02E-05
ENSG00000261609	GAN	15394	67.02366377	61.06579663	69.37694019	96.96466824	103.6949828	111.4734598	0.659641411	6.372846498	3.40E-09	2.92E-08
ENSG00000255014	ARL6IP1P3	559	0.81322949	1.231688042	0.788972026	1.991706699	1.43542335	0.995854471	0.659450603	0.211020982	0.086458065	0.154989019
ENSG00000260804	PKI55	5751	56.7227569	51.08264092	53.54490153	88.21164143	85.32156391	81.22438029	0.659072863	6.114383548	6.43E-05	0.000273739
ENSG00000163251	FZD5	6706	0.81322949	1.490990788	1.209757107	1.991706699	1.72250802	1.867227133	0.659042639	0.463443431	0.029036441	0.061828521
ENSG00000231609	AC009501.4	2701	1.897535476	1.555816475	1.788336593	2.463426707	2.985680567	2.863081604	0.658855453	1.197268366	0.007514056	0.019338835
ENSG00000188738	FSIP2	23836	6.844681538	5.510183348	4.891626564	8.333720135	8.612540099	10.20750833	0.658194611	2.885483552	0.002354104	0.00698445
ENSG00000260911	RP11-196G11.2	459	0.745460366	0.777908237	0.736373891	1.310333355	1.378006416	0.871372662	0.65775755	0.102777887	0.14088749	0.230250627
ENSG00000140853	NLRC5	11635	9.555446504	10.30728414	9.835851263	15.25228025	15.61740605	15.99591244	0.657057919	3.895999889	6.36E-07	3.88E-06
ENSG00000111181	SLC6A12	6766	3.11737971	3.241284322	4.365645213	4.559960074	6.660364343	5.788404113	0.656831775	1.998418805	0.030236814	0.063977076
ENSG00000107281	NPDC1	2847	191.8543904	223.5189669	201.8190444	311.020725	322.9128368	339.0884474	0.656705381	7.819999162	7.98E-05	0.000332905
ENSG00000223653	RP11-131L23.1	2271	0.542152993	0.259302746	0.946766432	0.838613347	1.14833868	0.871372662	0.65648499	-0.088955646	0.121391111	0.204269869
ENSG00000114861	FOXP1	15969	27.31095703	29.56051302	28.29779668	41.51136067	47.13930281	45.62258295	0.656446556	4.818685912	0.002480494	0.007325164
ENSG00000187066	TMEM262	4683	0.81322949	0.972385297	0.631177621	0.995853349	1.492840284	1.307058993	0.656325328	0.053586578	0.076721345	0.140219744
ENSG00000248671	ALG1L9P	3667	2.168611972	3.111632949	2.156523539	4.193066735	3.559849907	3.92117698	0.655671593	1.770242073	0.008408528	0.021295197
ENSG00000144061	NPHP1	7969	23.38034783	21.32765084	20.30288015	32.44385386	34.50757733	35.41507462	0.655612457	4.668220162	6.89E-05	0.000291229
ENSG00000228208	C1orf143	999	1.084305986	0.90755961	0.683775756	1.362746689	1.14833868	1.68050442	0.655487183	0.204479064	0.098036461	0.171890969
ENSG00000089060	SLC8B1	6619	23.10927133	27.81021948	26.66725449	39.20517397	42.37369728	40.7055515	0.654848997	4.899388992	8.11E-08	5.72E-07
ENSG00000120837	NFYB	5360	43.16893208	45.31315482	44.28762975	71.7538545	68.49840225	68.7761994	0.654738182	5.899410707	6.21E-07	3.80E-06
ENSG00000166341	DCHS1	10742	96.84207839	98.40539202	105.8274478	166.7792294	161.6860861	145.5192346	0.654645816	6.899367546	0.014018286	0.033060708
ENSG00000214212	C19orf38	1557	0.474383869	0.648256864	0.841570162	1.519986691	1.090921746	0.497927235	0.654449354	0.357433484	0.178404057	0.279299267
ENSG00000242294	STAG3L5P	2614	8.538909641	6.936348449	5.36500978	10.5874935	9.64604491	12.44818089	0.654301213	3.091130521	0.002628241	0.007699654
ENSG00000267317	CTB-25B13.12	1556	1.423151607	1.166862356	1.577944053	1.572400025	2.411511228	2.676358891	0.65424491	1.16104257	0.024438489	0.053449022
ENSG00000234661	CHL1-AS1	1333	1.897535476	1.879944907	2.419514214	3.826173395	2.756012832	3.236527031	0.653952138	1.894754608	0.005562729	0.014874096
ENSG00000145687	SSBP2	11785	123.6108824	120.7054282	127.9712627	189.0548964	195.2749925	201.5360486	0.653880361	7.291919795	1.41E-08	1.12E-07
ENSG00000185634	SHC4	7008	13.55382483	13.09478866	13.62291699	20.703267	21.64618411	21.0374257	0.653466443	4.058727432	1.30E-07	8.87E-07
ENSG00000168916	ZNF608	7508	79.83202824	87.9684565	89.25903526	127.5740554	135.8484658	140.9756485	0.653238342	6.90041189	4.99E-06	2.62E-05
ENSG00000155816	FMN2	9421	37.54409477	38.96023755	42.97267637	63.73461437	65.74238942	58.63093198	0.653202854	5.887608679	7.92E-12	9.55E-11
ENSG00000242252	BGLAP	1294	0.338845621	0.583431178	0.578579486	0.838613347	0.57416934	0.995854471	0.65311341	-0.253064719	0.15214105	0.244707402
